loved,posted_count,loved_count,artist_index_mod,speechiness,loudness,tagsum,artist,title,sitename,mediaid,site_index_mod,tagsum_raw
TRUE,0.080717489,0.105814535,1,0.030167,0.837036823,0.375,miikesnow,Black & Blue,Plain Or Pan?,vz6m,0,3
TRUE,0.00896861,0.014003317,0,0,0.949238139,0.125,ishivu,New Clear Head,amix music,w0mw,0,1
TRUE,0,0.021110263,1,0,0.949238139,0.125,thebloodybeetroots,Warping  is Awesome (TOMY's edit),KEEPREAL,w0s1,1,1
TRUE,0.00896861,0.018557027,0,0,0.949238139,0.25,djtopcat,Paper heartbeats-88bpm (master),Tastes Like Caramel,w0s9,0,2
TRUE,0.022421525,0.053170488,0,0.028985,0.558726769,0.375,johnmayer,Who Says,Audio Muffin,w0v7,0,3
TRUE,0.035874439,0.071174752,1,0.041852,0.639183885,0.625,phoenix,Everything Is Everything,Tunes I Dig,w1fs,0,5
TRUE,0,0.004395778,0,0,0.949238139,0.125,djgizmo,Keep On Till You Get Enough (Steve Miller Band vs. Michael Jackson),The Animal Show,w2er,0,1
TRUE,0.013452915,0.016293333,1,0.02803,0.697737504,0.375,thexx,Teardrops,Streetkiss music,w2xz,1,3
TRUE,0.112107623,0.162406886,0,0.039436,0.645705876,0.125,electricwirehustle,They Don't Want,Beaver on the Beats,w4d2,0,1
TRUE,0.022421525,0.03369219,0,0.043262,0.766535842,0,uffie,Pop the Glock (Mirwais Pop Remix),First up!,w5r0,0,0
TRUE,0.112107623,0.397383591,0,0.034831,0.620252799,0.25,mumfordandsons,Little Lion Man,Indieball,w6fn,0,2
TRUE,0.349775785,0.154273381,1,0.138324,0.744488053,0.625,vampireweekend,Horchata,Chromewaves,w7d5,1,5
TRUE,0.049327354,0.226053539,0,0,0.949238139,0.375,thevervevsjayz,Brush Your Bitter Sweet Shoulders Off,A Pocket Full Of Seeds,w7mw,0,3
TRUE,0.080717489,0.088678898,0,0,0.949238139,0,dondiablovsphoenixvsjayz,99 Fences,Electronix,w912,0,0
TRUE,0.049327354,0.294201258,1,0,0.949238139,0,xaphoonjones,"Testify (Radiohead, Kanye West)",EARMILK,wbg3,0.692307692,0
TRUE,0.031390135,0.059461451,0,0,0.949238139,0.25,justicevswutangclan,Cream Your Friends (Starters Remix),earmilk,wc2b,0,2
TRUE,0.686098655,1.001579321,0.333333333,0,0.949238139,0.625,florencethemachine,You've Got The Love (The XX Remix),djnodj,wm2h,0.833333333,5
TRUE,0.139013453,0.436234898,1,0,0.949238139,0,elliegoulding,Sleepyhead (feat. Starsmith) (Passion Pit Cover),The Music Ninja,wqxb,0.833333333,0
TRUE,0.02690583,0.012213419,0,0,0.949238139,0.125,thescare,Could Be Bad  (G.L.O.V.E.S Remix),Winnie Cooper,wr2a,0,1
TRUE,0.165919283,0.269405912,1,0,0.949238139,0.125,feverray,Seven (The Twelves Remix),NamunÃ«l,wr53,0,1
TRUE,0.035874439,0.155220973,1,0,0.949238139,0.125,wale,90210 (prod. by Mark Ronson),Et Musique Pour Tous,wtk5,0.833333333,1
TRUE,0,0.010186623,1,0.305091,0.818798338,0.375,wale,Prescription,Hilly Dilly,wtpm,0.5,3
TRUE,0.013452915,0.030902056,1,0.055668,0.733377583,0.625,rjd2,All For U,Rollo & Grady,wtrc,0.75,5
TRUE,0.004484305,0.030586191,0,0,0.949238139,0,,99problems vs. phantom II,The Music Ninja,wtrs,0,0
TRUE,0.058295964,0.273775368,0,0,0.949238139,0.25,anyamarina,Whatever You Like (T.I. Cover),New Music Collaborative,x3p9,0,2
TRUE,0,0.014240215,0,0,0.949238139,0,birdmanftdrakebunb,Mo Milly (Feat. Drake And Bun B),First up!,x834,0,0
TRUE,0.022421525,0.030270327,0,0,0.949238139,0,ladygaga,Paparazzi (Redlight Remix),The World Forgot,x9q8,0,0
TRUE,0.044843049,0.101023927,1,0.029683,0.501154335,0.25,theheavy,How You Like Me Now?,"Safety, Fun & Learning",xbmh,0,2
TRUE,0.013452915,0.030902056,1,0,0.949238139,0.25,phoenix,1901 (Neon Steve Remix),EARMILK,xfvr,0.692307692,2
TRUE,0,0.020399568,1,0,0.949238139,0.25,daftpunk,Around the World (Sebastian Leger's Not To Be Released Remix),ilictronix,xfwv,1,2
TRUE,0.004484305,0.043878813,0.7,0,0.949238139,0.125,thewhitepanda,Stuntin' Like My Energy (Lil Wayne vs Keri Hilson),Muzjiks,xp2g,1,1
TRUE,0.022421525,0.014950909,0,0.054458,0.440609489,0.375,focus,Hocus Pocus,The 'Spill,xprk,0,3
TRUE,0.02690583,0.151720144,1,0,0.949238139,0.125,yeahyeahyeahs,Maps (Acoustic/Strings Version),The Music Ninja,xqjv,0.833333333,1
TRUE,0.103139013,0.588244584,1,0,0.949238139,0.125,kidcudi,Cudderisback (Feat. Vampire Weekend),"The Good, The Bad, and The Unknown",y0rf,0,1
TRUE,0.013452915,0.002553236,0,0,0.949238139,0.375,mymorningjacket,Blue Moon,Football and Music,yj17,0,3
FALSE,0.488789238,0.015898502,0,0.05056,0.81100658,0.375,thebesnardlakes,Albatross,scruffy the yak,yqkf,0,3
TRUE,0.269058296,0.305809271,1,0.050175,0.717072608,0.25,laroux,In For The Kill (Skream's Let's Get Ravey Remix),THE VINYL VILLAIN,yrgg,1,2
TRUE,0.004484305,0.033244716,0,0.028532,0.618492439,0.625,thevelvetunderground,Oh! Sweet Nuthin',songs that are good,ywmy,0,5
TRUE,0.004484305,0.045905609,0,0,0.949238139,0,davidguettaftkidcudi,Memories (Leo Lotsaless Remix Big Room Build),TAjT,yzkj,0,0
TRUE,0.179372197,0.321260298,0,0,0.949238139,0.25,danblackfeatkidcudi,Symphonies (Remix),My Universal Language,yzsk,0,2
TRUE,0.00896861,0.046221474,1,0,0.949238139,0,passionpit,Sleepyhead (Acoustic Piano Version),CHROMEMUSIC,z40m,0.5,0
TRUE,0.520179372,0.177463083,0,0.034343,0.708732541,0.375,thetallestmanonearth,King of Spain,Star Maker Machine,z7wd,0,3
TRUE,0.044843049,0.267510726,1,0,0.949238139,0.375,thehoodinternet,The XX Gon' Give It To Ya (DMX vs The XX),Penned Madness,zbjg,0.666666667,3
TRUE,0.02690583,0.086546814,0,0,0.949238139,0.375,hathbanger,Party and Bullshit In the U.S.A. (Miley vs. Notorious B.I.G.),on THE spur of the moment,zezy,0,3
TRUE,0.062780269,0.186623148,1,0,0.949238139,0.375,thehoodinternet,Ignition (Keep It Remixing Louder) (R. Kelly vs Major Lazer),earmilk,zfa7,1,3
TRUE,0.085201794,0.032033903,1,0,0.949238139,0.125,vampireweekend,Ruby Soho (Rancid Cover),indie rocker revolution,zh5d,1,1
FALSE,0.147982063,0.070437735,0,0.038468,0.676642041,0.625,blackrebelmotorcycleclub,Beat The Devil's Tattoo,Shelter From the Norm,zjt7,0,5
TRUE,0.022421525,0.062672738,1,0,0.949238139,0.125,lupefiasco,What U Want,Dipped in Dollars,zk4s,0,1
TRUE,0.34529148,0.488563081,0,0.052741,0.692514141,0.125,aloeblacc,I Need a Dollar,The 'Spill,zrgm,0,1
TRUE,0.01793722,0.029191124,0,0,0.949238139,0.125,ruskovsludacris,I Can Go Thug (Twerkshop Mashup),POSTMUSIC,zwcs,0,1
TRUE,0.040358744,0.346687373,0.7,0,0.949238139,0.25,thewhitepanda,Shooting Superstars (Eminem vs Bag Raiders),Silence Nogood,zx98,0.583333333,2
