artist,loved_count,mediaid,posted_count,sitename,time,title,loved,tags,artist_index_mod,site_index_mod
tpain,0.126161459293,1e8a9,0.0403587443946,One A Day,281,5 O'clock (feat. Wiz Khalifa & Lily Allen),False,"hiphop,2011,hood,myaddictionz,situations,wizkhalifa,featuring,5",0.0,0.0
ryanadams,0.000131610118186,1bdk7,0.0,Cover Me,639,Dead Flowers (The Rolling Stones cover),False,"singersongwriter,altcountry,rock,indie,folk",0.0,0.0
davidguettaafrojack,0.154562922798,1dp5k,0.0179372197309,This Bonus Track,317,Lunar (Original Mix),False,"house,dance,electronic,club",0.0,0.0
florencethemachine,0.203179700455,1dwev,0.0538116591928,blahblahblahscience,333,What The Water Gave Me,False,"indie,femalevocalist,british,alternative,beautiful,indierock,indiepop,awesome,pop,fuckingawesome",0.333333333333,0.444444444444
caitlinrose,0.000342186307283,1bxj3,0.0134529147982,Teenage Kicks,208,Faithless Love,False,"altcountry,nashville,kickasstic,payattention,recommended,indie,americana",0.0,0.0
mymorningjacket,0.000236898212735,1bx5q,0.0,Troubled Souls Unite,313,Movin Away (5.31.11),False,"indie,indierock,altcountry,rock,alternative",0.0,0.0
ryanadams,0.000131610118186,1bdkk,0.0,Cover Me,78,Caribbean Queen (Billy Ocean cover),False,"singersongwriter,altcountry,rock,indie,folk",0.0,0.0
ryanadams,0.000157932141823,1bem2,0.0,Largehearted Boy,319,Head Over Heels (Tears For Fears),False,"singersongwriter,altcountry,rock,indie,folk",0.0,0.0
williamelliottwhitmore,0.000210576189097,1berk,0.0,captain's dead,269,shotgun,False,"folk,blues,altcountry,singersongwriter,americana,country",0.333333333333,0.0
jasonisbell,7.89660709115e-05,1bemj,0.0,Berkeley Place,382,Hey Pocky Way (The Meters),False,"altcountry,americana,singersongwriter,southernrock,southernrawbilly,postamoeba,christian,postgrungefolk,postpost,postcore",0.5,0.5
williamelliottwhitmore,0.0,1bera,0.0,captain's dead,100,run johnny run,False,"folk,blues,altcountry,singersongwriter,americana,country",0.333333333333,0.0
mgmt,0.168276697112,cr02,0.282511210762,Indie Rock Cafe,230,Electric Feel,True,"electronic,indie,funky,alternative,dance,mgmt,psychedelic,electronica,sexy,party",0.666666666667,1.0
lykkeli,0.0242425837698,gywz,0.112107623318,the burning ear,203,"I'm Good, I'm Gone (Black Kids Remix)",True,"femalevocalist,swedish,indiepop,electronic,pop,indie",0.0,0.777777777778
beck,0.0171619594114,hnkf,0.067264573991,Turntable Kitchen,177,Gamma Ray,True,"alternative,beck,alternativerock,rock,2008,indie,psychedelic,indierock,fun,00s",1.0,0.5
ladyhawke,0.0674896686057,hd6m,0.156950672646,JayeL Audio Music,321,Paris Is Burning (Cut Copy Remix),True,"electronic,indie,dance,electro,electropop,electronica,pop,femalevocalist,remixxx,newwave",0.0,0.0
beck,0.00605406543655,hs1h,0.0403587443946,Radio Free Chicago,195,Modern Guilt,True,"alternative,indie,beck,singersongwriter,alternativerock,indierock,rock,2008,00s,bestof2008",1.0,0.0
mgmt,0.0333500039483,tqys,0.0896860986547,melophobe,409,Electric Feel (Aeroplane Remix),True,"greatremix,nudisco,electrodisco,awesomeremix,disco",0.666666666667,1.0
ratatat,0.0257429391172,gz5r,0.067264573991,The New Montreal,235,Falcon Jab,True,"electronic,instrumental,indietronica,indie,danceablebeats,synth,electronica,bigbeat,mellow,alternative",0.833333333333,1.0
keedz,0.0568292490327,j3d2,0.0313901345291,Et Musique Pour Tous,205,Stand On The Word,True,"electro,house,french",0.0,0.0
pnau,0.0872838303809,hx94,0.156950672646,Bizzies,365,Embrace feat. Ladyhawke (Fred Falke & Miami Horror remix),True,"indie,groovy,australian,hipsterrunoff,remixxx,yeah",1.0,0.0
flightfacilities,0.253296833461,2bzvm,0.0493273542601,Abduction Radiation,199,Heart Attack feat. Owl Eyes (Snakehips Remix),True,"electronic,house,chillout,discohouse,funk",0.0,0.0
dukedumont,0.195598957648,2cjkk,0.0403587443946,Pilerats,206,Ocean Drive,True,,0.0,0.0
grizfeattalibkweli,0.115527361744,2cprk,0.0269058295964,gottadancedirty,283,For the Love (Autograf Remix),True,,0.0,0.0
hinds,0.0244005159117,2cdrg,0.161434977578,Q Magazine,192,Chili Town,True,,0.0,0.0
ginuwine,0.0457213550578,2cgm0,0.0403587443946,WEIRD by SEAPUNKGANG,143,Pony (Rustie Rmx),True,,0.0,0.0
sports,0.00868626780027,2che5,0.0269058295964,Going Solo,187,The Washing Machine,True,,0.0,0.0
purebathingculture,0.0489063199179,2ceh0,0.116591928251,Indie30,226,Pray For Rain,True,"dreampop,indiepop,indie,femalevocalist,portland",0.0,0.0
octobersveryown,0.234713484773,2chn4,0.112107623318,The Quietus,172,Drake ~ Back To Back Freestyle,True,,0.0,0.0
sayloulou,0.199310362981,1zdn7,0.174887892377,Et Musique Pour Tous,216,Feels Like We Only Go Backwards (Tame Impala Cover),True,"dreampop,synthpop,swedish,electropop,femalevocalist,indiepop,newwave",0.0,0.0
rkcb,0.116132768287,2cdxw,0.0627802690583,The Burning Ear,218,Ignite,True,"soul,pop,electronic,downtempo,r&b,chillstep",0.0,0.0
saintmotel,0.0931273196283,2ca8z,0.0224215246637,Lipstick Disco,226,Cold Cold Man (Lost Kings Remix),True,"indie,indierock,american,hardpop,losangeles,powerpop",0.0,1.0
toroymoi,0.0516438103761,2c7nh,0.121076233184,The Morning After,170,Pitch Black feat. Rome Fortune,True,"chillwave,electronic,lofi,psychedelic,electronica",0.25,0.5
kanyewestvstheweeknd,0.200152667737,2cjj6,0.0,Indie Shuffle,221,Feel Stronger (Carlos Serrano Mix),True,,0.0,0.0
ohwonder,0.253586375721,2c48m,0.103139013453,ALIAT,208,Landslide,True,"indie,electronic,chillout,needtoscrobble,downtempo",0.0,0.0
ilovemakonnen,0.026479955779,2ce4z,0.0269058295964,Radiorgasm,155,Leave It There ( Produced By Sonny Digital ),True,"hiphop,soul,dirtysouth,rap,rhythmandblues,r&b,pop",0.0,0.0
naturalanimal,0.13395277829,25p2d,0.00896860986547,I Heart Moosiq,191,Last Night feat. Craig Stickland (Strokes Cover),True,"electropop,newwave,synthpop,indiepop,disco",0.0,0.0
kaskade,0.211181595641,2cfw3,0.0134529147982,Never Radio,221,Disarm You feat. Ilsey,True,"house,electronic,deephouse,chillout,dance",0.0,0.0
thewhitepanda,0.379747835014,25pwf,0.0224215246637,Casablanca Sunset,222,Cooler Than Latch (Disclosure feat. Sam Smith // Mike Posner),True,"mashup,electronic",0.7,0.0
spoon,0.212787239083,25mvj,0.0807174887892,Tuneage,302,Inside Out,True,"indie,indierock,alternative,rock,indiepop",0.0,0.0
majorlazer,0.226606301492,2cdyv,0.14798206278,acid stag,196,Lost feat. MØ (Frank Ocean cover),True,"electronic,reggae,dub,electro",0.333333333333,0.125
cosmosmidnight,0.0626200942328,2cc12,0.0403587443946,The Burning Ear,254,Walk With Me (feat. KUČKA),True,"chillwave,dofflin,synthpop,electronica,chillout",0.0,0.0
rustie,0.0797557316206,2cc5g,0.0762331838565,THUMP,186,Rustie - Big Catzz,True,"dubstep,electronic,wonky,grime,aquacrunk",0.0,0.2
passionpit,0.0459582532705,2cb05,0.00896860986547,Lipstick Disco,312,Sleepyhead (Cerulean City Remix),True,"electronic,indie,indiepop,pop",1.0,1.0
alessiacara,0.269169013714,2cakr,0.0358744394619,West Coast Fix,208,Here (Lucian Remix),True,"soul,canadian,indie,pop,rhythmandblues,indiesoul",0.0,0.0
nombe,0.126003527151,2cca1,0.067264573991,The Burning Ear,262,Miss Mirage,True,"soul,electronic,chill,r&b",0.0,0.666666666667
holyholy,0.0277434129136,2c8dr,0.0313901345291,Turntable Kitchen,256,Sentimental And Monday,True,"psychedelicrock,altcountry,indie,indierock,folkrock,australian,wanted,checkout",0.0,0.0
kos,0.12563501882,2c856,0.0358744394619,"Quick, Before It Melts.",197,Crucify,True,"hiphop,canadian,rap,indie",1.0,0.0
hermitude,0.0654102287384,2c9xp,0.0313901345291,Never Radio,205,The Buzz feat. Mataya & Young Tapz (Sweater Beats Remix),True,"instrumentalhiphop,hiphop,australian,downbeat,electronic,downtempo,chillout,aussiehiphop",0.0,0.0
modjo,0.150483009134,1rf0g,0.0762331838565,Never Radio,283,Lady (Kaytranada Remix),True,"house,dance,electronic,french,pop",0.0,0.0
drake,0.0834671369535,2c9sz,0.0358744394619,nah right,282,Know Yourself (Jacques Greene intro edit),True,"hiphop,rap,rhythmandblues,canadian",0.5,0.0
ratatat,0.190176620779,2bwhp,0.0493273542601,The Wandering Lamb,254,Abrasive,True,"electronic,instrumental,indie,electronica,alternative",0.833333333333,0.5
billybraggwilco,0.0289542260009,30xf,0.116591928251,Across The Kitchen Table,298,California Stars,True,"altcountry,folk,americana,california,indie,country,altcountry,mellow,woodyguthrie,wilco",0.0,0.0
realestate,0.02829617541,21rvk,0.165919282511,Fuzzy Logic,192,Talking Backwards,True,"lofi,indie,surfrock,surf,altcountry,indierock",0.0,0.0
fatherjohnmisty,0.0399568318812,27msa,0.201793721973,barrygruff,262,Bored In The USA,True,"folk,indie,folkrock,altcountry,indiefolk",0.0,0.0
theknocks,0.228527809218,2654z,0.0448430493274,Site of Sound,262,Classic (RAC Mix),True,"electronic,synthpop,streetpunk,indiedance,punk,electronica,dance,house,nudisco,electropop",0.4,0.5
cheerselephant,0.151456924008,2bfxf,0.0448430493274,Noonday Tune,212,Airliner,True,"indie,psychedelicrock,alternative,indierock,danceable,philly,catchy,psychedelic",0.0,0.0
cayucas,0.0199257718933,2b1kk,0.121076233184,blahblahblahscience,218,Moony Eyed Walrus,True,"indiepop,lofi,indie,beachrock,california",0.0,0.0
ducktails,0.0375615277303,2b5et,0.139013452915,The Wandering Lamb,214,Headbanging In The Mirror,True,"lofi,psychedelic,experimental,tropical,drone",0.0,0.0
hibou,0.0559869442763,2bmqa,0.107623318386,blahblahblahscience,259,Dissolve,True,"shoegaze,indie,doomcore,indiepop,darkcore,lofi,postpunk",0.0,0.0
theknocks,0.361954147035,15sj5,0.179372197309,SFCritic,239,Dancing With The Dj,True,"house,nudisco,hipsterdanceparty,dancedancedance,getupanddance,upbeat,awesome",0.4,0.5
theknocks,0.0516174883525,2bamw,0.0448430493274,EDM Girl,327,Classic (Pat Lok Shymix),True,"electronic,synthpop,streetpunk,indiedance,punk,dance,electronica,indie,house,nudisco",0.4,0.0
cln,0.0464583717196,2c73k,0.0403587443946,Queen Beetch,210,Found,True,,0.0,0.0
tameimpala,0.369561211866,2a1mf,0.417040358744,barrygruff,469,Let It Happen,True,"psychedelicrock,psychedelic,indierock,australian,rock",0.333333333333,0.5
fareoh,0.0950751493775,2c8z5,0.0313901345291,Music Is My Life,323,Fight For You (feat. Ethan Thompson),True,,0.0,0.0
whatsonot,0.325313890132,2afyr,0.134529147982,No Country For New Nashville,270,Gemini feat. George Maple,True,"trap,electronic,electro,owsla",0.0,0.0
surferblood,0.0847569161117,2c86x,0.0358744394619,The Morning After,250,'Hey Ya!',True,"surfrock,indierock,indie,lofi,psychedelic",0.0,0.0
thegriswolds,0.138664420521,2c6am,0.0179372197309,Write.Click.Cook.Listen ,224,If You Wanna Stay (The Rooftop Boys Remix),True,"indiepop,indie,australian,electronic,alternative,sydney,australia",0.0,0.0
spada,0.107314890369,2c6eb,0.00448430493274,Dancing Astronaut,281,Catchfire (Sun Sun Sun) (EDX's Miami Sunset Remix),True,"electronic,neotrance,minimal,minimaltechno,techno,techhouse,backhome",0.0,0.0
avicii,0.225711352689,2c6ye,0.0313901345291,West Coast Fix,289,Waiting For Love (Autograf Remix),True,"house,electronic,dance,progressivehouse,electrohouse",0.0,0.0
ratatat,0.127767102735,2c6s7,0.0403587443946,We All Want Someone To Shout For,378,NIGHTCLUB AMNESIA,True,"electronic,instrumental,indie,electronica,alternative",0.833333333333,0.5
courtneybarnett,0.0141875707404,29w6h,0.0134529147982,said the gramophone,293,Depreston,True,"folk,australian,indiefolk,singersongwriter,indie,femalevocalist",0.0,0.0
dusky,0.0164512647732,2bznk,0.0269058295964,Y Este Finde Que,384,Skin Deep,True,"deephouse,house,progressivehouse,downtempo,electronic",0.0,0.0
thundercat,0.145639756785,2by09,0.295964125561,Beautiful Buzzz,187,Them Changes,True,,0.0,0.0
toroymoi,0.0299018188518,2c1d3,0.0986547085202,acid stag,189,2Late feat. Kool A.D. and SAFE,True,"chillwave,electronic,lofi,psychedelic,electronica",0.25,0.125
misun,0.0759127161696,27bhr,0.152466367713,Substance is meaningless ,166,Superstitions,True,"pop,indie,electronic,electronica,electro",0.0,0.0
fettywap,0.0445105419705,2c41v,0.0313901345291,Abouttoblow,263,D.A.M DATS ALL ME,True,"rap,hiphop,trap,rhythmandblues",0.0,0.0
robyn,0.0817298833934,2c3ac,0.0224215246637,Dancing Astronaut,271,Dancing On My Own (Templeton Remix),True,"pop,electronic,swedish,femalevocalist,dance",0.0,0.3
klyne,0.170329814956,2c09d,0.112107623318,Silver Soundz,187,Paralyzed,True,,0.0,0.0
crookedcolours,0.148693111526,2bt0t,0.0269058295964,Wonky Sensitive,229,Electric Feel (MGMT Cover),True,"electronic,indie,psychedelic,alternative,indiepop",1.0,0.0
jackgarratt,0.139796267537,2c3mc,0.125560538117,ravechild,225,Weathered,True,"indie,british,soul,electronic",0.0,0.0
alesso,0.108815245716,2c389,0.0134529147982,stereogum,191,This Summer's Gonna Hurt Like A Mother F****r (Alesso Remix) (Radio Edit),True,"house,progressivehouse,electronic,swedish,dance",0.0,0.0
tameimpala,0.125950883104,23383,0.242152466368,Silence Nogood,274,Stranger In Moscow(( MJ cover)),True,"psychedelicrock,psychedelic,indierock,australian,rock",0.333333333333,0.583333333333
gallant,0.214155984312,2c3pf,0.165919282511,UNCANNY,204,Weight In Gold,True,"r&b,ambient,soul,alternative,underground,polish,rhythmandblues,rap,chillwave",0.0,0.0
majorlazer,0.267931878603,227j1,0.0986547085202,Maddecent,182,Aerosol Can (feat. Pharrell Williams),True,"electronic,reggae,dub,electro",0.333333333333,0.0
theknocks,0.57982153668,25xk6,0.116591928251,SFCritic,249,Classic (feat. Powers),True,"electronic,synthpop,streetpunk,indiedance,punk,electronica,dance,house,nudisco,electropop",0.4,0.5
monsterrally,0.00863362375299,247x6,0.00448430493274,music islands,219,Chin-don-ya,True,"chillwave,lofi,electronic,synthpop,chillout",0.0,0.0
lanadelrey,0.119580953384,2b5c3,0.00896860986547,Oh My Rock,277,Born To Die (Absence Remix),True,"femalevocalist,indie,indiepop,pop,alternative",0.0,0.5
sia,0.190281908873,2bbc8,0.00896860986547,Your Music Radar,216,California Dreamin,True,"femalevocalist,chillout,indie,downtempo,triphop,australian",0.0,0.0
outkast,0.133426337817,2b6yd,0.00896860986547,Your Music Radar,194,Roses (PLS&TY Remix),True,"hiphop,rap,funk,soul",1.0,0.333333333333
teemiddanielaandrade,0.249901292411,226ye,0.0313901345291,I Heart Moosiq,263,Crave You (Flight Facilities Cover),True,"electronic,house,discohouse,chillout,funk",0.0,0.0
miguel,0.417467294886,228mk,0.0986547085202,Site of Sound,205,Simplethings,True,"rhythmandblues,soul,r&b,hiphop,miguel",0.0,0.0
youngjeezy,0.0434839830486,1fz16,0.0313901345291,AudioCred,312,I Do (Featuring Jay-Z & Andre 3000 ) (No Tags),True,myshit,0.0,0.0
saukrates,0.0494327603906,1fg3p,0.00448430493274,The Music Ninja,170,Say I,True,"hiphop,rap,undergroundrap,undergroundhiphop,toronto,canadian",0.0,0.0
wale,0.12997815272,1ffz9,0.0179372197309,EARMILK,302,Ambition (feat. Meek Mill & Rick Ross),True,"hiphop,hassanmcmillan,rap",1.0,0.692307692308
lips,0.168671527467,1ffe4,0.0403587443946,EARMILK,244,Everything To Me (Adventure Club Dubstep Remix),True,remix,0.0,0.0
charlottegainsbourg,0.0325076991919,1g6nk,0.0179372197309,Faded Glamour,229,Out Of Touch,True,"francaisgdchill,personalfavourites",0.0,0.0
thehorriblecrowes,0.0487483877761,1g64b,0.0,The New LoFi,291,sugar,True,"rock,alternative,blues,soul,acoustic",0.0,0.0
lupefiasco,0.066305177542,1g5hj,0.0,blahblahblahscience,406,"Super Cold (Raak Remix) (Feat. Ab-Liva, Asaad & Gilbere Forte)",True,"hiphop,rap,chicago,undergroundhiphop",1.0,0.444444444444
odjbox,0.11868600458,1g60h,0.0,Music For Morons,190,Birmingham,True,"electroswing,swinghop,electroswing,swinghouse,electroswing",0.0,0.0
theroots,0.107235924298,1f5yf,0.161434977578,AudioCred,272,Make My,True,"rap,hiphop,2011,relaxed,chillasfuck,philadelphia,2010s,defjam,bestof2011",0.0,0.0
madeon,0.0901529309573,1f545,0.0,blahblahblahscience,104,Icarus,True,"house,electronic,french",0.0,0.0
compny,0.0427469663868,2bzm1,0.107623318386,Little Indie Blogs,233,Gently Let You Down,True,"indie,indiepop,british",0.0,0.0
frenchmontana,0.0223210760443,2c10q,0.0179372197309,Discobelle,229,Gucci Mane (feat. Lil Wayne & Rick Ross) (prod. by Kanye West),True,"hiphop,rap,shittyanalgaycore",0.0,0.0
kehlanigeazyiamsu!andlilb,0.060435366271,2bzxz,0.0224215246637,The Passion of the Weiss,235,Champion (Prod. by P-Lo),True,,0.0,0.0
inthevalleybelow,0.113895396278,1rmtg,0.0179372197309,Indie Shuffle,287,Peaches,True,losangeles,0.0,0.0
rüfüs/rüfüsdusol,0.20386407307,2c1vt,0.0807174887892,THUMP,239,You Were Right,True,,0.0,0.0
mitski,0.00363243926193,26mqp,0.0538116591928,Music Broke My Bones,205,Townie,True,,0.0,0.0
otisredding,0.0108446737385,26eye,0.0,Yaqui,232,Sittin On The Dock Of The Bay (TEEMID Edit),True,"soul,rhythmandblues,blues,60s,oldies",1.0,0.0
crookedcolours,0.0751493774841,204z0,0.067264573991,music is art,215,Come Down,True,"indie,electro,perth,cutcopy,thepresets,crystalcastles,vanshe,suncity,graftonprimary,crookedcolours",1.0,0.0
miguelfeatwale,0.355136742913,239bn,0.0313901345291,Guilty Feet Have Got No Rhythm,314,Bennie and the Jets,True,,0.0,0.0
thedrums,0.0668316180148,1e7j4,0.0179372197309,The Digital Outhouse,269,Days,True,"2010s,indierock,indie,alternative,2011,radioeins,21stcenturyrock,indiepop,rock,alternativerock",0.333333333333,1.0
drakewakaflocka,0.0450369824432,1e9hp,0.0582959641256,EARMILK,259,Round of Applause,True,bevg,0.0,0.0
theinternetmusic,0.114948277224,2c0ae,0.0807174887892,Data Transmission,416,Girl feat. KAYTRANADA,True,,0.0,0.0
mapei,0.686004580032,1zm6w,0.219730941704,Faded Glamour,215,Don't Wait,True,"swedish,rap,hiphop,roskilde07,roskilde2007,ghettotech",0.0,0.0
thepharcyde,0.401463504514,205k2,0.0807174887892,Lautstark,290,Runnin' (Bit Funk Remix),True,"hiphop,rap,undergroundhiphop,alternativerap",0.0,0.0
prettylights,0.117001395067,1m0jt,0.0627802690583,EARMILK,260,You Get High,True,"electronic,downtempo,funk,chill,dance",0.0,0.0
zedsdeadomarlinx,0.0621462978074,1m1bd,0.0358744394619,White Folks Get Crunk,284,NO PRAYERS (KEYS N KRATES RMX),True,"dubstep,dub,epic",0.0,0.0
killparis,0.113447921876,1ky0n,0.0313901345291,touchez francais,259,Keep Your Secrets in Midnight City,True,"dubstep,electronic,electro",0.0,0.0
laidbackluke,0.100023689821,1kzfe,0.0134529147982,EARMILK,368,1234 Feat. Chuckie & Martin Solveig (Original Mix),True,"house,electronic,electro,techno,electronica",0.0,0.0
klangkarussell,0.380116343344,1jgv0,0.0717488789238,The Music Ninja,360,Sonnentanz,True,"flyaelectronica,flyaelectronicagroovy",0.0,0.0
feist,0.0207154326025,1krzh,0.0,This Is That Song,281,Secret Heart,True,"femalevocalist,indie,canadian,singersongwriter,pop,indiepop,cover,feist,mellow,chillout",0.0,0.0
skiztherapper,0.0182148403569,1gght,0.0269058295964,The Jackplug,215,Shangri-La,True,,0.0,0.0
ke$ha,0.031849648601,1gff0,0.0358744394619,Minneapolis Fucking Rocks,293,"Sleazy Remix 2.0 - Get Sleazier (feat. Lil Wayne, Wiz Khalifa, T.I. & André 3000)",True,"pop,dance,electropop,femalevocalist,electronic",0.0,0.0
camokrooked,0.0516701323998,1espe,0.00896860986547,AudioCred,250,Far Away,True,"drumandbass,electronica,2011,hospital",0.0,0.0
voltabureau,0.0756231739096,1etbs,0.0313901345291,Dancing Astronaut,300,Alley Cat,True,"house,groovy,nightmusic,summer,club,dance,discohouse,discoinfluence,piano",0.0,0.0
classactress,0.0697007185912,1e85t,0.188340807175,Thought on Tracks,242,Weekend,True,"listenloud,bitchmusic,femalevocalist,turquoiseandcoral,rocketshoesmixtapes,faveindiepop,electronic",0.0,0.0
neonindian,0.449290621463,1ddwn,0.430493273543,Vocododo,266,Polish Girl,True,"chillwave,electronic,psychedelic,electropop,alternative,bestof2011,videogame,indiepop,lofi,electronica",0.0,0.0
ericprydz,0.155220973388,1erev,0.0179372197309,One A Day,448,2Night (Original Mix),True,"house,summer,piano",0.0,0.0
zedsdead,0.529809691769,1e2kk,0.139013452915,Muros de Absenta,184,Coffee Break,True,"dubstep,mashup,zedsdead,femalevocalist",0.0,0.0
therapture,0.0893106262009,1epjs,0.0762331838565,Nashville Nights,388,How Deep Is Your Love (A-Trak Remix),True,"indie,electronic,indierock,postpunk,dance,dancepunk,rock",0.0,0.0
peterandkerry,0.0653575846911,1espa,0.0179372197309,New Music Collaborative,220,Knees,True,"indie,smooth,brillian,indiepop,beautiful,soothing",0.0,0.0
thefelicebrothers,0.00147403332368,1aajv,0.0448430493274,The Key,305,Ponzi,True,"f502011,2010s,2011",0.0,0.0
ianmcferon,7.89660709115e-05,1bbds,0.0,Richmond Playlist,171,Good Morning (I'm Still Here),True,"folkrock,singersongwriter,altcountry,seattle,northwest,americana",1.0,1.0
tinietempah,0.0878102708536,1bc3v,0.00448430493274,First up!,212,Till I'm Gone (Feat. Wiz Khalifa),True,"hiphop,2010s,stargate,2011,bevg,malevocalists,pop",0.0,0.0
jasonisbell,7.89660709115e-05,1ba1n,0.0,Berkeley Place,288,Psycho Killer (Talking Heads),True,"altcountry,americana,singersongwriter,southernrock,southernrawbilly,postamoeba,christian,postgrungefolk,postpost,postcore",0.5,0.5
jasonisbellthe400unit,0.00128977915822,1atc2,0.0134529147982,ninebullets,229,Alabama Pines,True,"southernrock,country,americana,singersongwriter,altcountry",0.0,0.0
keegandewitt,0.00705430233476,1b7px,0.0269058295964,The Wounded Jukebox,270,Thunder Clatter,True,"nashville,altcountry,indie,payattention,recommended,kickasstic,americana",1.0,1.0
anthonydacosta,0.000447474401832,1b93s,0.0,Cover Lay Down,336,Boots of Spanish Leather (Bob Dylan Cover),True,"altcountry,acoustic,tonderfestival2008,tipicostopicos,folk",0.0,0.0
ianmcferon,0.00018425416546,1bbdx,0.0,Richmond Playlist,210,I'll Come Knockin',True,"folkrock,singersongwriter,altcountry,seattle,northwest,americana",1.0,1.0
keegandewitt,0.00139506725277,13smw,0.0134529147982,guerolitomusic,287,Hearts Beat Loud,True,"nashville,altcountry,indie,payattention,recommended,kickasstic,americana",1.0,0.5
jasonisbell,0.000131610118186,1ba1p,0.0,Berkeley Place,367,Into the Mystic (Van Morrison),True,"altcountry,americana,singersongwriter,southernrock,southernrawbilly,postamoeba,christian,postgrungefolk,postpost,postcore",0.5,0.5
chromeo,0.0854149667026,1dfpn,0.116591928251,Et Musique Pour Tous,231,When the Night Falls (feat. Solange Knowles) (Mayer Hawthorne Cover),True,"electronic,funk,electro,dance,electronica",1.0,0.833333333333
nervoafrojacksteveaokicheyennegilesedit,0.140401674081,1dwf0,0.0134529147982,D SQUARED,436,We're All No One,True,,0.0,0.0
howardicebergthetitanics,0.0,1csa5,0.0,ninebullets,206,The Wrestler,True,"singersongwriter,altcountry,rock,kansascity,americana,folk",0.0,0.0
williamelliottwhitmore,0.000105288094549,1berf,0.0,captain's dead,277,what u do,True,"folk,blues,altcountry,singersongwriter,americana,country",0.333333333333,0.0
thosedarlins,0.00271116843463,1aq2h,0.0358744394619,Rollo & Grady,220,Be Your Bro,True,"altcountry,cowpunk,altcountry,cowpunk,indie,pubrock,psychobilly,oldtimerevival,countryrock,rockabilly",0.0,0.0
thedevilwhale,0.00197415177279,19ad0,0.0403587443946,The Wheel's Still In Spin,224,9 Barracudas,True,"altcountry,local,sxsw2011",1.0,0.0
thedevilwhale,0.00102655892185,1bptt,0.0448430493274,Tough Customer // Wire,228,Standing Stones,True,"altcountry,local,sxsw2011",1.0,0.0
dawes,0.0043168118765,10hkx,0.0358744394619,The Ruckus,246,When My Time Comes,True,"altcountry,indierock,americana,vocalharmony,judderybass,motheramericannight,catchy,countryrock,alternative,sweetharmony",0.0,0.0
themoondoggies,0.000500118449106,18d25,0.0269058295964,Austin Town Hall,164,Track 01,True,"folk,rock,seattle,altcountry,american,americana",0.0,0.0
ratatat,0.206575241505,4t74,0.188340807175,TheMusic.FM,266,Seventeen Years,True,"electronic,instrumental,indie,electronica,electro,dance,ratatat,indietronica,guitar,rock",0.833333333333,0.0
cagetheelephant,0.206864783765,16hr5,0.0493273542601,Richmond Playlist,212,Shake Me Down,True,"indie,alternativerock,indierock,sonicrock,aitch,chill,aitchknight,aitchsonic,moonh8sun,aitchchill",0.0,0.0
hoodieallen,0.0776499697297,1d7tj,0.0179372197309,The Jackplug,196,Song For An Actress,True,"hiphop,rap,alternativerap,moosecore",0.5,0.5
theelected,0.00147403332368,1bbhp,0.0269058295964,Indie For Bunnies,232,Go For The Throat,True,acerbic,0.0,0.0
bandofhorses,0.0101866231476,bj2x,0.0493273542601,Draw Us Lines,189,the general specific,True,"indie,indierock,rock,altcountry,folk,alternative,chuck,gossipgirl,happy,claps",1.0,0.0
okkervilriver,0.000552762496381,1a8tr,0.00896860986547,Salad Days Music,206,Wake And Be Fine,True,"rock,11,alternative,folk",1.0,0.0
richardbuckner,7.89660709115e-05,1b90q,0.0,Hyperbolium,138,Traitor,True,"morningmaniacmusic,2010s,2011",0.0,0.0
caitlinrose,0.000579084520018,19mrn,0.00896860986547,My Old Kentucky Blog,198,Shanghai Cigarettes (LaundroMatinee.com session),True,"altcountry,nashville,kickasstic,payattention,recommended,indie,americana",0.0,0.0
williamelliottwhitmore,0.0011318470164,1bbvs,0.0269058295964,brooklynvegan,256,Everything Gets Gone,True,"mpsvdluisterpaalj,american,iowan,folk,malevocals",0.333333333333,0.0
keegandewitt,0.00144771130004,16s1w,0.00896860986547,guerolitomusic,298,Two Hearts (mp3),True,"nashville,altcountry,indie,payattention,recommended,kickasstic,americana",1.0,0.5
odeath,0.0203732462952,18kgj,0.188340807175,SUCKA PANTS,135,Bugs,True,"folk,altcountry",0.0,0.0
ianmcferon,0.000157932141823,1bbdw,0.0,Richmond Playlist,210,Comfort In The Bottle,True,"folkrock,singersongwriter,altcountry,seattle,northwest,americana",1.0,1.0
trampledbyturtles,0.038956594983,110ex,0.0627802690583,SUCKA PANTS,205,Wait So Long,True,"folk,bluegrass,thrashgrass,indiepop,altcountry,indie,country,minnesota,energetic,americana",0.0,0.0
okkervilriver,0.00839672554026,19p5w,0.139013452915,Indie Rock Cafe,216,Wake and Be Fine,True,"rock,11,alternative,folk",1.0,1.0
drivebytruckers,0.000342186307283,vjep,0.00448430493274,Bottom of the Glass,302,Lookout Mountain,True,"southernrock,altcountry,southern,indie,rock,hardrock,alternative,dbt,drivebytruckers,americana",0.0,0.0
chairlift,0.220499592009,kabk,0.215246636771,The New LoFi,242,Bruises,True,"indie,pop,indiepop,sweet,cute,femalevocalist,ipod,electronic,happy,chairlift",0.0,0.0
galapaghost,0.0959174541339,16nnm,0.067264573991,the steely stylus,187,Never Heard Nothin',True,dreamy,0.0,0.0
